id,name,agency_name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,former_org_name,former_org_role,former_org_description,financial_disclosure_url,departed,story_text,story_block,source_url
1125,Gregory Doud,U.S. Trade Representative,Chief Agricultural Negotiator,,,,,,Doud family farm (farm and pasture land),outside_government_position,sole proprietor,https://www.documentcloud.org/documents/4388135-Gregory-Doud-Financial-Disclosure.html,,"Served as president of Commodity Markets Council, the trade association for commidities futures exchanges.",,Warren Report Card
1128,George Nesterczuk,Personnel Management,Director,,,,,,Nesterczuk and Associates,outside_government_position,President,https://www.documentcloud.org/documents/4388125-George-Nesterczuk-Financial-Disclosure.html,,,,Warren Report Card
1129,George Nesterczuk,Personnel Management,Director,,,,,,American Foundation for Constitutional Leadership,outside_government_position,President,https://www.documentcloud.org/documents/4388125-George-Nesterczuk-Financial-Disclosure.html,,,,Warren Report Card
1130,George Nesterczuk,Personnel Management,Director,,,,,,Westwood Forest II Homeowners Association,outside_government_position,Board Secretary,https://www.documentcloud.org/documents/4388125-George-Nesterczuk-Financial-Disclosure.html,,,,Warren Report Card
1135,Joseph Otting,Treasury,Comptroller of the Currency,,,,11/16/17,,Ocean Blvd LLC,outside_government_position,Managing Partner,https://www.documentcloud.org/documents/4388309-Joseph-Otting-Financial-Disclosure.html,,"CEO of OneWest bank at time when it was the ""leader"" in foreclosures after the 2008 financial crisis.",,Warren Report Card
1182,Eric Ueland,State,Under Secretary for Management,,,,,,"Trump for America, Inc.",outside_government_position,Transition Staff,https://www.documentcloud.org/documents/4388207-Eric-Ueland-Financial-Disclosure.html,,,,Warren Report Card
1186,Patrick Pizzella,Labor,Deputy Secretary,,,,,,PP Revocable Trust,outside_government_position,Grantor and Trustee,https://www.documentcloud.org/documents/4388057-Patrick-Pizzella-Financial-Disclosure.html,,,,Warren Report Card
1187,Patrick Pizzella,Labor,Deputy Secretary,,,,,,MJJP Revocable Trust,outside_government_position,Trustee,https://www.documentcloud.org/documents/4388057-Patrick-Pizzella-Financial-Disclosure.html,,,,Warren Report Card
1231,Peter Louis Oppenheim,Education,Assistant Secretary for Legislation and Congressional Affairs,,,,8/3/17,,"Republic Foods, Inc.",outside_government_position,Director,https://www.documentcloud.org/documents/4388378-Peter-Louis-Oppenheim-Financial-Disclosure.html,,,,Warren Report Card
1232,Scott Pruitt,Environmental Protection Agency,Administrator,,,,2/17/17,,The Southern Baptist Theological Seminary,outside_government_position,Member of the Board of Trustees,https://www.documentcloud.org/documents/4387764-Scott-Pruitt-Financial-Disclosure.html,,,,
1233,Scott Pruitt,Environmental Protection Agency,Administrator,,,,2/17/17,,The Windows Ministry Incorporated,outside_government_position,Board of Directors,https://www.documentcloud.org/documents/4387764-Scott-Pruitt-Financial-Disclosure.html,,,,
1238,Joseph J. Grogan,Management and Budget,Associate Director for Health Programs,,,"$175,000 ",3/6/17,,"Gilead Sciences, Inc",outside_government_position,Senior Director,https://www.documentcloud.org/documents/4388049-Joseph-J-Grogan-Financial-Disclosure.html,,"Lobbied for Gilead Sciences, which had priced its Hepatitis C drugs at $1,000 a pill. Trump had Grogan lead the ""Drug Pricing and Innovation Working Group,"" which made recommendations that would not have lowered drug prices.",TRUE,Warren Report Card
1239,Amy Swonger,White House Office,Deputy Assistant to the President and Senate Deputy Director of Legislative Affairs,,,,3/22/17,,Washington Council Ernst & Young,outside_government_position,Senior Manager,https://www.documentcloud.org/documents/4388340-Amy-Swonger-Financial-Disclosure.html,,Lobbied for insurance giants Cigna and New York Life Insurance Company.,,Warren Report Card
1241,Lora L. Ries,Homeland Security,Advisor,Senior Advisor to Under Secretary for Management,"Chief Of Staff, U.S. Citizenship And Immigration Services","$179,700 ",1/20/17,,CSRA,outside_government_position,,https://www.documentcloud.org/documents/4411297-Lora-Ries-Financial-Disclosure.html,,,,Warren Report Card
1244,Jeffrey Sands,Environmental Protection Agency,Senior Agricultural Advisor,,,"$161,900 ",10/29/17,,Syngenta,outside_government_position,"Manager, Federal Government Relations",https://www.documentcloud.org/documents/4430156-Jeffrey-Sands-Financial-Disclosure.html,,"Former lobbyist for agribusiness giant Syngenta, which makes a herbicide that is linked with reproductive health problems and is under review at the EPA. Sands is currently an adviser at the EPA.",,https://projects.propublica.org/trump-town/staffers/category/waiver
1246,Kristi Boswell,Agriculture,Senior Advisor,Senior Advisor,,"$140,552 ",4/30/17,,American Farm Bureau Federation,outside_government_position,DIRECTOR CONGRESSIONA L RELATIONS,https://www.documentcloud.org/documents/4345135-Boswell-Kristi.html,,"Lobbied for American Farm Bureau Federation, which has promoted the H-2B visa program, which allows employers to hire temporary workers to work in the U.S.",,Warren Report Card
1247,Brigham McCown,Transportation,"Consultant, Office of the General Counsel",,,"$126,148-$189,600",1/30/17,,National Infrastructure Safety Foundation,outside_government_position,Founder / CEO / Chairman,,,,,Warren Report Card
1248,Brigham McCown,Transportation,"Consultant, Office of the General Counsel",,,"$126,148-$189,600",1/30/17,,Kilgore McCown PLLC,outside_government_position,Co-managing partner,,,,,Warren Report Card
1249,Brigham McCown,Transportation,"Consultant, Office of the General Counsel",,,"$126,148-$189,600",1/30/17,,United Transportation Advisors/Nouveau Consulting,outside_government_position,Managing Director,,,,,Warren Report Card
1251,Daniel Elwell,Transportation,"Consultant, Office of the Under Secretary of Transportation for Policy",,,"$126,148-$189,600",1/30/17,,Navio Systems,outside_government_position,Advisory Board Member,,,Lobbied Transportation department for American Airlines and other aviation associations. ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1254,Christine M. Ciccone,State,"Senior Advisor, Office of the Secretary","Deputy Chief Of Staff & Senior Advisor, Office Of The Secretary",,"$179,700 ",6/11/17,,"C. Ciccone & Co., LLC",outside_government_position,Proprietor,https://www.documentcloud.org/documents/4388188-Christine-M-Ciccone-Financial-Disclosure.html,,,,Warren Report Card
1255,Christine M. Ciccone,State,"Senior Advisor, Office of the Secretary","Deputy Chief Of Staff & Senior Advisor, Office Of The Secretary",,"$179,700 ",6/11/17,,"Jeb 2016, Inc.",outside_government_position,Officer,https://www.documentcloud.org/documents/4388188-Christine-M-Ciccone-Financial-Disclosure.html,,,,Warren Report Card
1259,Lynda C. Davis,Veterans Affairs,"Senior Advisor, Veteran Experience",Senior Advisor/ Chief Veteran Experience Officer,,"$168,000 ",1/20/17,,Tragedy Assistance Program for Survivors,outside_government_position,Executive Vice President,https://www.documentcloud.org/documents/4388323-Lynda-C-Davis-Financial-Disclosure.html,,,,Warren Report Card
1261,Rebeckah Adcock,Agriculture,Senior Advisor,"Senior Advisor, Office of the Secretary",,"$170,000 ",4/24/17,,CropLife America,outside_government_position,Senior Director,https://www.documentcloud.org/documents/4345131-Adcock-Rebeckah.html,,"Rebecka Adcock was part of the deregulation team at the Department of Agriculture, which Trump created to remove regulations deemed cumbersome to industry. Adcock had previously lobbied the department for pesticide makers and farmers.",,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1262,Sheila M. Greenwood,Housing and Urban Development,Chief of Staff,,,"$179,700 ",1/26/17,,first Data Corporation,outside_government_position,Consultant,https://www.documentcloud.org/documents/4387750-Sheila-M-Greenwood-Financial-Disclosure.html,,,,Warren Report Card
1276,Keagan Resler Lenihan,Health and Human Services,Senior Advisor to the Secretary,Senior Counselor to the Secretary,,"$179,700 ",1/23/17,,McKesson Specialty Health,outside_government_position,Senior Director of Government Affairs,https://www.documentcloud.org/documents/4387866-Keagan-Resler-Lenihan-Financial-Disclosure.html,,Formerly lobbied HHS for McKesson Specialty Health. ,,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377437
1277,Nancy Beck,Environmental Protection Agency,Deputy Assistant Administrator for Chemical Safety and Pollution Prevention,,,"$134,789-$164,200*",4/30/17,,American Chemistry Council,outside_government_position,Senior Director,https://www.documentcloud.org/documents/4387728-Nancy-Beck-Financial-Disclosure.html,,"Worked at American Chemistry Council, whose members chemical and energy giants such as Dow and Exxon Mobil.",,Warren Report Card
1278,Elizabeth Bennett,Environmental Protection Agency,Senior Advisor for OCIR,Deputy Associate Administratior for Congressional and Intergovernmental Relations,,"$161,900 ",,,National Rural Electric Cooperative Association,outside_government_position,"Sr. Principal, Legislative Affairs",https://www.documentcloud.org/documents/4388390-Elizabeth-Bennett-Financial-Disclosure.html,,"Formerly lobbied the EPA for National Rural Electric Cooperative Association, which opposes many EPA regulations.",,Warren Report Card
1279,Susan Bodine,Environmental Protection Agency,Senior Advisor to the Administrator,,,"$155,500 ",8/13/17,,Barnes & Thornburg LLP,outside_government_position,Partner,https://www.documentcloud.org/documents/4387730-Susan-Bodine-Financial-Disclosure.html,,,,Warren Report Card
1280,Patrick J. Davis,Environmental Protection Agency,Senior Advisor,,,"$161,900 ",1/21/17,,"Patrick Davis Consulting, LLC",outside_government_position,President,https://www.documentcloud.org/documents/3766122-Davis-Patrick.html,,,,Warren Report Card
1282,Samantha Dravis,Environmental Protection Agency,Associate Administrator for Policy,Senior Policy Counsel  And Associate Administrator For Policy,,"$179,700 ",2/27/17,4/5/18,Republican Attorneys General Association,outside_government_position,"Policy Director, General Counsel",https://www.documentcloud.org/documents/3766127-Dravis-Samantha.html,,"Was the chairwoman of the deregulation team at the EPA, which Trump created to remove regulations deemed cumbersome to industry. She was president of the Rule of Law Defense Fund, which brought together Republican attorneys general and representatives from the energy industry to file suits against the government for Obama-era environmental regulations. Dravis has also worked for Freedom Partners, an arm of the conservative billionaire Koch brothers that had identified regulations it wanted to do away with such as clean-water protections and restrictions on greenhouse gas emissions. ",TRUE,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1285,Laura Clay Trueman,Health and Human Services,Special Assistant,"Principal Deputy Director, Office of Intergovernmental and External Affairs",,"$179,700 ",1/23/17,,The Heritage Foundation,outside_government_position,"Director of Strategic Operations: Health Policy, Budget, Tax, Entitlements",https://www.documentcloud.org/documents/4387538-Laura-Clay-Trueman-Financial-Disclosure.html,,,,Warren Report Card
1287,Justin D. Mikolay,Defense,Special Assistant,Director of Communications for the Secretary of Defense,,"$134,789-$164,200*",1/24/17,,Association of Princeton Graduate Alumni,outside_government_position,Immediate Past Presi dent ,https://www.documentcloud.org/documents/3766199-Mikolay-Justin.html,,"Lobbied for tech firm Palantir, co-founded by tech billionaire Peter Thiel, to use its software throughout intelligence and defense agencies.",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377438
